Source,Target
Nicolaas Govert de Bruijn,number theory
Anatolii Dorodnitsyn,algebra
Anatolii Dorodnitsyn,applied mathematics
Anatolii Dorodnitsyn,mathematical physics
Anatolii Dorodnitsyn,mathematical sciences
Guido Zappa,algebra
Guido Zappa,algebraic geometry
Guido Zappa,combinatorial geometry
Guido Zappa,geometry
Guido Zappa,group theory
Guido Zappa,mathematical sciences
Lucio Lombardo-Radice,combinatorics
Lucio Lombardo-Radice,finite geometry
Lucio Lombardo-Radice,geometric combinatorics
Lucio Lombardo-Radice,geometry
Luigi Amerio,analysis
Luigi Amerio,applied mathematics
Luigi Amerio,calculus
Luigi Amerio,complex analysis
Luigi Amerio,functional analysis
Maria Cibrario Cinquini,analysis
Gustav A. Hedlund,symbolic dynamics
Robert C. James,analysis
Robert C. James,functional analysis
Robert C. James,topology
Gustave Choquet,analysis
Gustave Choquet,functional analysis
Gustave Choquet,measure theory
Gustave Choquet,potential theory
Gustave Choquet,topology
Emil Grosswald,analysis
Emil Grosswald,number theory
Børge Jessen,analysis
Børge Jessen,geometry
Børge Jessen,statistics
Kiiti Morita,algebra
Kiiti Morita,analysis
Kiiti Morita,topology
Isidor Natanson,analysis
Isidor Natanson,constructive function theory
Isidor Natanson,function theory
Isidor Natanson,real analysis
Robert Fortet,analysis
George Alfred Barnard,mathematical logic
George Alfred Barnard,mathematical statistics
George Alfred Barnard,statistics
George Alfred Barnard,stochastic process
George B. Thomas,calculus
George B. Thomas,number theory
George Piranian,analysis
George Piranian,complex analysis
George Piranian,function theory
Georgi Bradistilov,applied mathematics
Georgi Bradistilov,theoretical physics
Gheorghe Mihoc,algebra
Gheorghe Mihoc,applied mathematics
Gheorghe Mihoc,mathematical sciences
Gheorghe Mihoc,mathematical statistics
Gheorghe Mihoc,statistics
Giuseppe Pompilj,algebra
Giuseppe Pompilj,algebraic geometry
Giuseppe Pompilj,analysis
Giuseppe Pompilj,geometry
Giuseppe Pompilj,probability theory
Giuseppe Pompilj,sampling theory
Giuseppe Pompilj,statistics
Władysław Orlicz,analysis
Władysław Orlicz,functional analysis
Władysław Orlicz,topology
Kiyoshi Itō,analysis
Kiyoshi Itō,calculus
Kiyoshi Itō,differential geometry
Kiyoshi Itō,geometry
Kiyoshi Itō,mathematical finance
Kiyoshi Itō,probability theory
Kiyoshi Itō,stochastic calculus
Kiyoshi Itō,stochastic process
Roger Apéry,algebra
Roger Apéry,algebraic geometry
Roger Apéry,geometry
John Charles Chenoweth McKinsey,algebra
John Charles Chenoweth McKinsey,game theory
John Charles Chenoweth McKinsey,mathematical logic
John Charles Chenoweth McKinsey,topology
Sarvadaman Chowla,number theory
Dudley E. Littlewood,algebra
Dudley E. Littlewood,group representation theory
Dudley E. Littlewood,invariant theory
Dudley E. Littlewood,representation theory
John L. Kelley,analysis
John L. Kelley,axiomatic set theory
John L. Kelley,functional analysis
John L. Kelley,general topology
John L. Kelley,set theory
John L. Kelley,topology
Gertrude Mary Cox,statistics
W. T. Tutte,analysis
W. T. Tutte,combinatorics
W. T. Tutte,geometry
W. T. Tutte,graph theory
W. T. Tutte,matroid theory
Ralph S. Phillips,analysis
Ralph S. Phillips,combinatorics
Ralph S. Phillips,functional analysis
Ralph S. Phillips,ring theory
Anatol Rapoport,analysis
Anatol Rapoport,epidemiology
Anatol Rapoport,game theory
Anatol Rapoport,mathematical biology
Anatol Rapoport,stochastic process
Olav Reiersøl,algebra
Olav Reiersøl,econometrics
Olav Reiersøl,statistics
Hiroshi Okamura,analysis
Pat Moran,statistics
Harold Davenport,abstract algebra
Harold Davenport,algebra
Harold Davenport,algebraic geometry
Harold Davenport,analysis
Harold Davenport,analytic number theory
Harold Davenport,combinatorics
Harold Davenport,geometry
Harold Davenport,geometry of numbers
Harold Davenport,number theory
Norman Steenrod,algebra
Norman Steenrod,algebraic topology
Norman Steenrod,homology theory
Norman Steenrod,topology
Nicanor Parra,theoretical physics
Joel Lee Brenner,abstract algebra
Joel Lee Brenner,algebra
Joel Lee Brenner,calculus
Joel Lee Brenner,geometry
Joel Lee Brenner,group theory
Joel Lee Brenner,linear algebra
Joel Lee Brenner,matrix theory
Johannes de Groot,abstract algebra
Johannes de Groot,algebra
Johannes de Groot,algebraic geometry
Johannes de Groot,analysis
Johannes de Groot,geometry
Johannes de Groot,group theory
Johannes de Groot,pure mathematics
Johannes de Groot,topology
Alexey Ivakhnenko,analysis
Arnold Ross,combinatorics
Arnold Ross,geometry
Arnold Ross,number theory
Arnold Ross,topology
Ashraf Huseynov,analysis
Ashraf Huseynov,functional analysis
Ashraf Huseynov,potential theory
Nathan Mendelsohn,classical geometry
Nathan Mendelsohn,combinatorics
Nathan Mendelsohn,discrete mathematics
Nathan Mendelsohn,geometry
Nathan Mendelsohn,group theory
Danilo Blanuša,differential geometry
Danilo Blanuša,geometry
Danilo Blanuša,graph theory
Sharadchandra Shankar Shrikhande,combinatorial mathematics
Sharadchandra Shankar Shrikhande,combinatorics
Shu Shien-Siu,applied mathematics
Stefan E. Warschawski,analysis
Stefan E. Warschawski,complex analysis
George Szekeres,combinatorial geometry
George Szekeres,geometry
George Szekeres,pure mathematics
Alfred Tarski,abstract algebra
Alfred Tarski,affine geometry
Alfred Tarski,algebra
Alfred Tarski,arithmetic
Alfred Tarski,axiomatic set theory
Alfred Tarski,calculus
Alfred Tarski,elementary algebra
Alfred Tarski,geometry
Alfred Tarski,lattice theory
Alfred Tarski,mathematical logic
Alfred Tarski,measure theory
Alfred Tarski,model theory
Alfred Tarski,order theory
Alfred Tarski,projective geometry
Alfred Tarski,set theory
Alfred Tarski,solid geometry
Alfred Tarski,topology
Alfred Tarski,type theory
Robert Horton Cameron,analysis
Robert Horton Cameron,probability theory
Nikolay Korobov,analysis
Nikolay Korobov,analytic number theory
Nikolay Korobov,number theory
Nikolay Korobov,numerical analysis
Yuri Linnik,algebra
Yuri Linnik,analytic number theory
Yuri Linnik,arithmetic
Yuri Linnik,ergodic theory
Yuri Linnik,mathematical statistics
Yuri Linnik,number theory
Yuri Linnik,probability theory
Yuri Linnik,statistics
Helena Rasiowa,algebra
Helena Rasiowa,mathematical logic
Johann Jakob Burckhardt,algebra
Johann Jakob Burckhardt,algebraic number theory
Johann Jakob Burckhardt,arithmetic
Johann Jakob Burckhardt,geometry
Johann Jakob Burckhardt,group theory
Johann Jakob Burckhardt,number theory
Johann Jakob Burckhardt,set theory
Iosif Gikhman,mathematical statistics
Iosif Gikhman,probability theory
Iosif Gikhman,statistics
Iosif Gikhman,stochastic process
Trygve Haavelmo,analysis
Trygve Haavelmo,biostatistics
Trygve Haavelmo,calculus
Trygve Haavelmo,econometrics
Trygve Haavelmo,epidemiology
Trygve Haavelmo,probability theory
Trygve Haavelmo,statistics
Raymond Paley,analysis
Raymond Paley,complex analysis
Raymond Paley,graph theory
Raymond Paley,harmonic analysis
Raymond Paley,probability theory
Ilia Vekua,analysis
Samarendra Nath Roy,analysis
Vladimir Andrunakievich,abstract algebra
Vladimir Andrunakievich,algebra
Vladimir Andrunakievich,mathematical sciences
Roger Lyndon,calculus
Roger Lyndon,combinatorial group theory
Roger Lyndon,combinatorics
Roger Lyndon,differential calculus
Roger Lyndon,group theory
Roger Lyndon,homology theory
Angus Ellis Taylor,analysis
Angus Ellis Taylor,analytic geometry
Angus Ellis Taylor,functional analysis
Angus Ellis Taylor,geometry
Leonard Blumenthal,distance geometry
Leonard Blumenthal,geometry
Vadim Arsenyevich Efremovich,general topology
Vadim Arsenyevich Efremovich,geometry
Vadim Arsenyevich Efremovich,hyperbolic geometry
Vadim Arsenyevich Efremovich,topology
Howard Eves,geometry
Howard Eves,matrix theory
Kazimierz Zarankiewicz,extremal graph theory
Kazimierz Zarankiewicz,graph theory
Kazimierz Zarankiewicz,number theory
Kazimierz Zarankiewicz,topology
Robert Schatten,analysis
Robert Schatten,functional analysis
Robert Schatten,tensor
Lars Ahlfors,analysis
Lars Ahlfors,complex analysis
Lars Ahlfors,conformal geometry
Lars Ahlfors,function theory
Lars Ahlfors,geometric function theory
Lars Ahlfors,geometry
R. H. Bing,geometric topology
R. H. Bing,topology
Harry Pitt,probability theory
Ruth Aaronson Bari,algebra
Ruth Aaronson Bari,graph theory
Laurent Schwartz,analysis
Laurent Schwartz,calculus
Laurent Schwartz,geometry
Laurent Schwartz,probability theory
Laurent Schwartz,stochastic calculus
George Mackey,algebra
George Mackey,analysis
George Mackey,ergodic theory
George Mackey,geometry
George Mackey,mathematical physics
George Mackey,noncommutative geometry
George Mackey,number theory
George Mackey,probability theory
George Mackey,representation theory
George Mackey,statistical mechanics
George Mackey,tensor
George Mackey,topology
Emanuels Grīnbergs,analysis
Emanuels Grīnbergs,applied mathematics
Emanuels Grīnbergs,geometry
Emanuels Grīnbergs,graph theory
Emanuels Grīnbergs,group theory
Emanuels Grīnbergs,probability theory
Enzo Martinelli,absolute differential calculus
Enzo Martinelli,algebra
Enzo Martinelli,algebraic analysis
Enzo Martinelli,algebraic geometry
Enzo Martinelli,analysis
Enzo Martinelli,analytic geometry
Enzo Martinelli,calculus
Enzo Martinelli,complex analysis
Enzo Martinelli,differential calculus
Enzo Martinelli,differential geometry
Enzo Martinelli,function theory
Enzo Martinelli,geometry
Enzo Martinelli,modern algebra
Enzo Martinelli,tensor
Enzo Martinelli,topology
James Murdoch Austin,chaos theory
Atle Selberg,analysis
Atle Selberg,analytic number theory
Atle Selberg,arithmetic
Atle Selberg,complex analysis
Atle Selberg,number theory
Atle Selberg,sieve theory
Atle Selberg,spectral theory
Herbert Busemann,algebra
Herbert Busemann,differential geometry
Herbert Busemann,geometry
Herbert Busemann,synthetic differential geometry
Đuro Kurepa,algebra
Đuro Kurepa,general topology
Đuro Kurepa,mathematical logic
Đuro Kurepa,set theory
Đuro Kurepa,topology
Adolph Winkler Goodman,algebra
Adolph Winkler Goodman,analytic geometry
Adolph Winkler Goodman,calculus
Adolph Winkler Goodman,geometry
Adolph Winkler Goodman,graph theory
Adolph Winkler Goodman,number theory
Adolph Winkler Goodman,trigonometry
Morgan Ward,abstract algebra
Morgan Ward,algebra
Morgan Ward,analysis
Morgan Ward,lattice theory
Morgan Ward,numerical analysis
Philip Woodward,analysis
Philip Woodward,statistics
James Dugundji,algebra
James Dugundji,general topology
James Dugundji,pure mathematics
James Dugundji,topology
Jack Howlett,analysis
Jack Howlett,numerical analysis
John Greenlees Semple,algebra
John Greenlees Semple,algebraic geometry
John Greenlees Semple,geometry
Zahid Khalilov,analysis
Zahid Khalilov,functional analysis
Sergei Nikolaevich Chernikov,algebra
Sergei Nikolaevich Chernikov,group theory
Sergei Nikolaevich Chernikov,linear programming
Joseph Leo Doob,analysis
Joseph Leo Doob,function theory
Joseph Leo Doob,measure theory
Joseph Leo Doob,potential theory
Joseph Leo Doob,probability theory
Joseph Leo Doob,statistics
Joseph Leo Doob,stochastic process
Mkhitar Djrbashian,analysis
Mkhitar Djrbashian,complex analysis
Mkhitar Djrbashian,harmonic analysis
Howard Levi,affine geometry
Howard Levi,algebra
Howard Levi,calculus
Howard Levi,geometry
Carolyn Eisele,differential geometry
Carolyn Eisele,geometry
Rafael Artzy,geometry
Dmitry Raikov,algebra
Dmitry Raikov,analysis
Dmitry Raikov,calculus
Dmitry Raikov,elementary mathematics
Dmitry Raikov,functional analysis
Dmitry Raikov,integral calculus
Dmitry Raikov,probability theory
Raziuddin Siddiqui,theoretical physics
Abraham Charnes,analysis
Käte Fenchel,algebra
Käte Fenchel,pure mathematics
Yael Dowker,ergodic theory
Yael Dowker,measure theory
Ladislav Rieger,algebra
Ladislav Rieger,axiomatic set theory
Ladislav Rieger,mathematical logic
Ladislav Rieger,set theory
Ledyard Tucker,analysis
Ledyard Tucker,statistics
Leon Mirsky,algebra
Leon Mirsky,arithmetic
Leon Mirsky,combinatorics
Leon Mirsky,group theory
Leon Mirsky,linear algebra
Leon Mirsky,number theory
Leon Mirsky,polyhedral combinatorics
Leonard Gillman,algebra
Leonard Gillman,game theory
Leonard Gillman,set theory
Leonard Gillman,topology
Leroy Milton Kelly,combinatorial geometry
Leroy Milton Kelly,geometry
Leslie Fox,algebra
Leslie Fox,analysis
Leslie Fox,geometry
Leslie Fox,linear algebra
Leslie Fox,numerical analysis
Leslie Fox,numerical linear algebra
Leo Sario,analysis
Leo Sario,complex analysis
Erling Sverdrup,actuarial science
Erling Sverdrup,cryptography
Erling Sverdrup,mathematical statistics
Erling Sverdrup,statistics
James A. Clarkson,game theory
James A. Clarkson,number theory
Alexander Buchstab,algebra
Alexander Buchstab,function theory
Alexander Buchstab,number theory
Norman Lloyd Johnson,biostatistics
Norman Lloyd Johnson,probability theory
Norman Lloyd Johnson,statistics
Gustav Elfving,analysis
Gustav Elfving,complex analysis
Gustav Elfving,convex geometry
Gustav Elfving,decision theory
Gustav Elfving,game theory
Gustav Elfving,geometry
Gustav Elfving,mathematical statistics
Gustav Elfving,probability theory
Gustav Elfving,sampling theory
Gustav Elfving,statistical theory
Gustav Elfving,statistics
Gustav Elfving,stochastic process
Conny Palm,calculus
Florence Nightingale David,algebra
Florence Nightingale David,arithmetic
Florence Nightingale David,combinatorics
Florence Nightingale David,statistics
Haim Hanani,analysis
Haim Hanani,combinatorial design theory
Alice Roth,approximation theory
Joseph Gillis,combinatorial theory
Joseph Gillis,function theory
Joseph Gillis,mathematical physics
Melvin Dresher,analysis
Melvin Dresher,game theory
W. T. Martin,analysis
W. T. Martin,probability theory
Wilhelm Ljunggren,applied mathematics
Wilhelm Ljunggren,number theory
Yudell Luke,analysis
Yudell Luke,approximation theory
William Karush,linear programming
Edwin E. Moise,geometry
Edwin E. Moise,topology
Egbert van Kampen,algebra
Egbert van Kampen,topology
Werner Fenchel,analysis
Werner Fenchel,convex analysis
Werner Fenchel,geometry
Werner Fenchel,linear programming
Yevgeny Zababakhin,mathematical sciences
Abraham Zelmanov,geometry
Abraham Zelmanov,pure mathematics
Charlotte Kipling,statistics
Hans Robert Müller,geometry
José Sebastião e Silva,algebra
José Sebastião e Silva,algebraic geometry
José Sebastião e Silva,analysis
José Sebastião e Silva,calculus
José Sebastião e Silva,differential calculus
José Sebastião e Silva,functional analysis
José Sebastião e Silva,geometry
Paul A. Smith,algebra
Paul A. Smith,analysis
Paul A. Smith,ergodic theory
Paul A. Smith,geometric topology
Paul A. Smith,topology
Sun Guangyuan,geometry
Sun Guangyuan,projective geometry
Victor Shestakov,algebra
Victor Shestakov,calculus
Victor Shestakov,differential calculus
Danuta Gierulanka,analysis
Danuta Gierulanka,geometry
Helmut Ulm,algebra
Helmut Ulm,applied mathematics
Helmut Ulm,group theory
Helmut Ulm,linear algebra
Joseph P. LaSalle,applied mathematics
Zorya Shapiro,analysis
Zorya Shapiro,complex analysis
Zorya Shapiro,functional analysis
Zorya Shapiro,geometry
Zorya Shapiro,integral geometry
Zorya Shapiro,representation theory
Olli Lokki,applied mathematics
Olli Lokki,function theory
Joan Clarke,analysis
Joan Clarke,cryptography
Paul Olum,algebra
Paul Olum,algebraic topology
Paul Olum,topology
Stefan Schwarz,statistics
Ky Fan,analysis
